kind,command,template,image,colors,Δ E00_mean,Δ Chroma_mean
image,command2,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=5bit {input},images/snake.png,240,4.237525,2.732974
image,command2,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=5bit {input},images/snake.png,256,4.215347,2.712114
image,command3,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=6bit {input},images/snake.png,128,3.265254,2.551982
image,command3,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=6bit {input},images/snake.png,144,3.132411,2.532382
image,command3,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=6bit {input},images/snake.png,160,3.052188,2.445267
image,command3,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=6bit {input},images/snake.png,176,2.91593,2.262768
image,command3,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=6bit {input},images/snake.png,192,2.800174,2.178957
image,command3,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=6bit {input},images/snake.png,208,2.80082,2.140785
image,command3,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=6bit {input},images/snake.png,224,2.731592,2.068677
image,command3,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=6bit {input},images/snake.png,240,2.72545,2.01324
image,command3,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=6bit {input},images/snake.png,256,2.748895,2.011616
image,command4,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=certlut {input},images/snake.png,128,3.267479,2.553321
image,command4,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=certlut {input},images/snake.png,144,3.127494,2.537299
image,command4,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=certlut {input},images/snake.png,160,3.052279,2.445701
image,command4,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=certlut {input},images/snake.png,176,2.91415,2.263826
image,command4,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=certlut {input},images/snake.png,192,2.796428,2.182304
image,command4,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=certlut {input},images/snake.png,208,2.797027,2.142609
image,command4,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=certlut {input},images/snake.png,224,2.728415,2.070637
image,command4,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=certlut {input},images/snake.png,240,2.724441,2.014293
image,command4,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=certlut {input},images/snake.png,256,2.748675,2.013487
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,128,3.26919,2.555457
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,144,3.132913,2.535897
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,160,3.053338,2.447243
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,176,2.917291,2.264587
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,192,2.801168,2.184058
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,208,2.799328,2.14454
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,224,2.731095,2.071477
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,240,2.724624,2.016263
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,256,2.749222,2.015684
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=fhedt {input},images/snake.png,128,3.247406,2.618712
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=fhedt {input},images/snake.png,144,3.132532,2.599652
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=fhedt {input},images/snake.png,160,3.044284,2.503738
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=fhedt {input},images/snake.png,176,2.908141,2.289701
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=fhedt {input},images/snake.png,192,2.802357,2.227782
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=fhedt {input},images/snake.png,208,2.822426,2.173694
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=fhedt {input},images/snake.png,224,2.748697,2.113879
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=fhedt {input},images/snake.png,240,2.740217,2.057863
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=fhedt {input},images/snake.png,256,2.766032,2.053499
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,128,3.262063,2.553657
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,144,3.129083,2.53497
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,160,3.051115,2.444492
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,176,2.913817,2.2637
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,192,2.796852,2.181267
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,208,2.797034,2.142325
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,224,2.727409,2.069529
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,240,2.722975,2.013709
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,256,2.746327,2.011879
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,128,3.264144,2.553981
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,144,3.132716,2.532422
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,160,3.051974,2.44591
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,176,2.916097,2.262298
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,192,2.799875,2.178869
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,208,2.800334,2.140809
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,224,2.731418,2.068394
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,240,2.724778,2.014377
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,256,2.748417,2.010619
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,128,3.264144,2.553981
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,144,3.132716,2.532422
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,160,3.051974,2.44591
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,176,2.916097,2.262298
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,192,2.799875,2.178869
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,208,2.800334,2.140809
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,224,2.731418,2.068394
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,240,2.724778,2.014377
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full -Qkmeans:Gw -Xoklab -Wgamma --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,256,2.748417,2.010619
