kind,command,template,image,colors,Δ E00_mean,Δ Chroma_mean
image,command4,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=certlut {input},images/snake.png,256,2.403138,1.749753
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,128,3.780726,2.905832
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,144,3.7813,2.94846
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,160,3.602781,2.951363
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,176,3.379188,2.850587
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,192,3.307565,2.796371
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,208,3.177785,2.635585
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,224,3.084965,2.551236
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,240,3.027846,2.444006
image,command5,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=eytzinger {input},images/snake.png,256,3.032645,2.461793
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,128,3.292561,2.383274
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,144,3.216685,2.369489
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,160,3.042896,2.236001
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,176,2.783412,2.119928
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,192,2.679098,2.007939
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,208,2.562461,1.982427
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,224,2.47612,1.922896
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,240,2.438307,1.79967
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,256,2.400774,1.748358
