kind,command,template,image,colors,Δ E00_mean,Δ Chroma_mean
image,command6,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=fhedt {input},images/snake.png,256,2.475566,1.747344
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,8,13.255157,16.105232
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,16,10.007042,5.6409
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,32,6.87856,4.305256
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,64,4.682574,3.093891
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,128,3.292561,2.383274
image,command7,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=vptree {input},images/snake.png,256,2.400774,1.748358
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,8,13.254964,16.106705
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,16,10.008308,5.643556
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,32,6.886577,4.306581
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,64,4.691029,3.086874
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,128,3.308271,2.380477
image,command8,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=rbc {input},images/snake.png,256,2.402073,1.756719
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,8,13.254964,16.106705
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,16,10.008308,5.643556
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,32,6.886577,4.306581
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,64,4.691029,3.086874
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,128,3.308271,2.380477
image,command9,{img2sixel} --threads=1 --precision=8bit --quality=full --quantize-model=heckbert:cover=off:merge=none --diffusion=none --gpu-policy=off -p {ncolors} --lookup-policy=mahalanobis {input},images/snake.png,256,2.402073,1.756719
